[INFO ] 2020-08-24 18:38:01,969 -- WorkingPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[INFO ] 2020-08-24 18:38:01,982 -- Your original rating data path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\ratings.txt
[INFO ] 2020-08-24 18:38:01,983 -- Current working path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[WARN ] 2020-08-24 18:38:01,988 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-08-24 18:38:02,069 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-08-24 18:38:02,291 -- Data transformaton completed (from Compact to Binary format). See new rating file: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,316 -- Dataset: ...e\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,320 -- DataPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,602 -- Rating data set has been successfully loaded.
[INFO ] 2020-08-24 18:38:02,626 -- 
/**************************************************************************************************
 *
 * Dataset: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1,8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3,328892
 * Standard deviation of all ratings: 1,414777
 * Mode of all rating values: 5,000000
 * Median of all rating values: 4,000000
 *
 **************************************************************************************************/
[INFO ] 2020-08-24 18:38:02,630 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-08-24 18:38:02,655 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,672 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,687 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,702 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,709 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-08-24 18:38:03,194 -- CAMF_CU fold [2] iter 33: loss = 667.8028, delta_loss = -0.0971748, learn_rate = 0.0022222954
[DEBUG] 2020-08-24 18:38:03,194 -- CAMF_CU fold [1] iter 30: loss = 662.13354, delta_loss = 25.608412, learn_rate = 0.004031375
[DEBUG] 2020-08-24 18:38:03,199 -- CAMF_CU fold [5] iter 31: loss = 687.23157, delta_loss = -0.08581768, learn_rate = 0.0042329435
[DEBUG] 2020-08-24 18:38:03,199 -- CAMF_CU fold [4] iter 28: loss = 658.78827, delta_loss = 0.17920268, learn_rate = 0.007678809
[DEBUG] 2020-08-24 18:38:03,200 -- CAMF_CU fold [1] iter 31: loss = 662.1895, delta_loss = -0.05598323, learn_rate = 0.0042329435
[DEBUG] 2020-08-24 18:38:03,200 -- CAMF_CU fold [2] iter 34: loss = 660.6985, delta_loss = 7.1042995, learn_rate = 0.0011111477
[DEBUG] 2020-08-24 18:38:03,203 -- CAMF_CU fold [3] iter 32: loss = 665.39355, delta_loss = 13.616158, learn_rate = 0.0021164718
[DEBUG] 2020-08-24 18:38:03,205 -- CAMF_CU fold [4] iter 29: loss = 659.18317, delta_loss = -0.3948903, learn_rate = 0.00806275
[DEBUG] 2020-08-24 18:38:03,205 -- CAMF_CU fold [1] iter 32: loss = 648.76184, delta_loss = 13.427696, learn_rate = 0.0021164718
[DEBUG] 2020-08-24 18:38:03,206 -- CAMF_CU fold [2] iter 35: loss = 660.76166, delta_loss = -0.06320721, learn_rate = 0.001166705
[DEBUG] 2020-08-24 18:38:03,209 -- CAMF_CU fold [3] iter 33: loss = 665.4668, delta_loss = -0.07323066, learn_rate = 0.0022222954
[DEBUG] 2020-08-24 18:38:03,211 -- CAMF_CU fold [1] iter 33: loss = 648.828, delta_loss = -0.066199385, learn_rate = 0.0022222954
[DEBUG] 2020-08-24 18:38:03,211 -- CAMF_CU fold [4] iter 30: loss = 634.47296, delta_loss = 24.710257, learn_rate = 0.004031375
[DEBUG] 2020-08-24 18:38:03,214 -- CAMF_CU fold [5] iter 32: loss = 673.3729, delta_loss = 13.8586035, learn_rate = 0.0021164718
[DEBUG] 2020-08-24 18:38:03,214 -- CAMF_CU fold [3] iter 34: loss = 658.3569, delta_loss = 7.1099663, learn_rate = 0.0011111477
[DEBUG] 2020-08-24 18:38:03,217 -- CAMF_CU fold [2] iter 36: loss = 657.0445, delta_loss = 3.7172062, learn_rate = 5.833525E-4
[DEBUG] 2020-08-24 18:38:03,217 -- CAMF_CU fold [4] iter 31: loss = 634.63043, delta_loss = -0.15752453, learn_rate = 0.0042329435
[DEBUG] 2020-08-24 18:38:03,220 -- CAMF_CU fold [5] iter 33: loss = 673.45154, delta_loss = -0.0785672, learn_rate = 0.0022222954
[DEBUG] 2020-08-24 18:38:03,221 -- CAMF_CU fold [3] iter 35: loss = 658.40625, delta_loss = -0.049401116, learn_rate = 0.001166705
[DEBUG] 2020-08-24 18:38:03,221 -- CAMF_CU fold [1] iter 34: loss = 641.80945, delta_loss = 7.0185413, learn_rate = 0.0011111477
[DEBUG] 2020-08-24 18:38:03,222 -- CAMF_CU fold [2] iter 37: loss = 657.0812, delta_loss = -0.036687154, learn_rate = 6.1252015E-4
[DEBUG] 2020-08-24 18:38:03,226 -- CAMF_CU fold [5] iter 34: loss = 666.2145, delta_loss = 7.23703, learn_rate = 0.0011111477
[DEBUG] 2020-08-24 18:38:03,226 -- CAMF_CU fold [3] iter 36: loss = 654.68665, delta_loss = 3.719597, learn_rate = 5.833525E-4
[DEBUG] 2020-08-24 18:38:03,228 -- CAMF_CU fold [1] iter 35: loss = 641.8569, delta_loss = -0.047416463, learn_rate = 0.001166705
[DEBUG] 2020-08-24 18:38:03,230 -- CAMF_CU fold [4] iter 32: loss = 621.7239, delta_loss = 12.906557, learn_rate = 0.0021164718
[DEBUG] 2020-08-24 18:38:03,232 -- CAMF_CU fold [3] iter 37: loss = 654.71576, delta_loss = -0.02910448, learn_rate = 6.1252015E-4
[DEBUG] 2020-08-24 18:38:03,233 -- CAMF_CU fold [5] iter 35: loss = 666.2674, delta_loss = -0.052933626, learn_rate = 0.001166705
[DEBUG] 2020-08-24 18:38:03,233 -- CAMF_CU fold [1] iter 36: loss = 638.1836, delta_loss = 3.6733177, learn_rate = 5.833525E-4
[DEBUG] 2020-08-24 18:38:03,238 -- CAMF_CU fold [4] iter 33: loss = 621.8343, delta_loss = -0.11036029, learn_rate = 0.0022222954
[DEBUG] 2020-08-24 18:38:03,239 -- CAMF_CU fold [5] iter 36: loss = 662.4813, delta_loss = 3.7861152, learn_rate = 5.833525E-4
[DEBUG] 2020-08-24 18:38:03,241 -- CAMF_CU fold [1] iter 37: loss = 638.2121, delta_loss = -0.028540706, learn_rate = 6.1252015E-4
[DEBUG] 2020-08-24 18:38:03,244 -- CAMF_CU fold [4] iter 34: loss = 615.09717, delta_loss = 6.737089, learn_rate = 0.0011111477
[DEBUG] 2020-08-24 18:38:03,244 -- CAMF_CU fold [5] iter 37: loss = 662.51245, delta_loss = -0.031177336, learn_rate = 6.1252015E-4
[DEBUG] 2020-08-24 18:38:03,248 -- CAMF_CU fold [1] iter 38: loss = 636.2871, delta_loss = 1.9249806, learn_rate = 3.0626007E-4
[DEBUG] 2020-08-24 18:38:03,248 -- CAMF_CU fold [3] iter 38: loss = 652.7669, delta_loss = 1.9488466, learn_rate = 3.0626007E-4
[DEBUG] 2020-08-24 18:38:03,250 -- CAMF_CU fold [4] iter 35: loss = 615.16486, delta_loss = -0.06766998, learn_rate = 0.001166705
[DEBUG] 2020-08-24 18:38:03,251 -- CAMF_CU fold [2] iter 38: loss = 655.1334, delta_loss = 1.9477373, learn_rate = 3.0626007E-4
[DEBUG] 2020-08-24 18:38:03,254 -- CAMF_CU fold [3] iter 39: loss = 652.7831, delta_loss = -0.016165754, learn_rate = 3.2157308E-4
[DEBUG] 2020-08-24 18:38:03,257 -- CAMF_CU fold [4] iter 36: loss = 611.64087, delta_loss = 3.523967, learn_rate = 5.833525E-4
[DEBUG] 2020-08-24 18:38:03,259 -- CAMF_CU fold [2] iter 39: loss = 655.1537, delta_loss = -0.020236772, learn_rate = 3.2157308E-4
[DEBUG] 2020-08-24 18:38:03,260 -- CAMF_CU fold [5] iter 38: loss = 660.52875, delta_loss = 1.9837036, learn_rate = 3.0626007E-4
[DEBUG] 2020-08-24 18:38:03,262 -- CAMF_CU fold [3] iter 40: loss = 651.76105, delta_loss = 1.0220144, learn_rate = 1.6078654E-4
[DEBUG] 2020-08-24 18:38:03,264 -- CAMF_CU fold [1] iter 39: loss = 636.30316, delta_loss = -0.016000876, learn_rate = 3.2157308E-4
[DEBUG] 2020-08-24 18:38:03,267 -- CAMF_CU fold [2] iter 40: loss = 654.1322, delta_loss = 1.0214702, learn_rate = 1.6078654E-4
[DEBUG] 2020-08-24 18:38:03,268 -- CAMF_CU fold [5] iter 39: loss = 660.5461, delta_loss = -0.017315641, learn_rate = 3.2157308E-4
[DEBUG] 2020-08-24 18:38:03,270 -- CAMF_CU fold [3] iter 41: loss = 651.7698, delta_loss = -0.008732421, learn_rate = 1.6882586E-4
[DEBUG] 2020-08-24 18:38:03,271 -- CAMF_CU fold [1] iter 40: loss = 635.2935, delta_loss = 1.0095977, learn_rate = 1.6078654E-4
[DEBUG] 2020-08-24 18:38:03,275 -- CAMF_CU fold [5] iter 40: loss = 659.5058, delta_loss = 1.040295, learn_rate = 1.6078654E-4
[DEBUG] 2020-08-24 18:38:03,275 -- CAMF_CU fold [2] iter 41: loss = 654.14307, delta_loss = -0.0108941775, learn_rate = 1.6882586E-4
[DEBUG] 2020-08-24 18:38:03,279 -- CAMF_CU fold [1] iter 41: loss = 635.30225, delta_loss = -0.008681786, learn_rate = 1.6882586E-4
[DEBUG] 2020-08-24 18:38:03,280 -- CAMF_CU fold [4] iter 37: loss = 611.6792, delta_loss = -0.038356174, learn_rate = 6.1252015E-4
[DEBUG] 2020-08-24 18:38:03,280 -- CAMF_CU fold [3] iter 42: loss = 651.2336, delta_loss = 0.5362399, learn_rate = 8.441293E-5
[DEBUG] 2020-08-24 18:38:03,283 -- CAMF_CU fold [5] iter 41: loss = 659.51514, delta_loss = -0.009353253, learn_rate = 1.6882586E-4
[DEBUG] 2020-08-24 18:38:03,287 -- CAMF_CU fold [1] iter 42: loss = 634.77246, delta_loss = 0.52975154, learn_rate = 8.441293E-5
[DEBUG] 2020-08-24 18:38:03,288 -- CAMF_CU fold [4] iter 38: loss = 609.833, delta_loss = 1.8462043, learn_rate = 3.0626007E-4
[DEBUG] 2020-08-24 18:38:03,288 -- CAMF_CU fold [3] iter 43: loss = 651.2382, delta_loss = -0.004652296, learn_rate = 8.8633584E-5
[DEBUG] 2020-08-24 18:38:03,290 -- CAMF_CU fold [2] iter 42: loss = 653.6071, delta_loss = 0.53596455, learn_rate = 8.441293E-5
[DEBUG] 2020-08-24 18:38:03,295 -- CAMF_CU fold [1] iter 43: loss = 634.7771, delta_loss = -0.004635577, learn_rate = 8.8633584E-5
[DEBUG] 2020-08-24 18:38:03,296 -- CAMF_CU fold [4] iter 39: loss = 609.85394, delta_loss = -0.020929612, learn_rate = 3.2157308E-4
[DEBUG] 2020-08-24 18:38:03,297 -- CAMF_CU fold [2] iter 43: loss = 653.6129, delta_loss = -0.0057939063, learn_rate = 8.8633584E-5
[DEBUG] 2020-08-24 18:38:03,297 -- CAMF_CU fold [3] iter 44: loss = 650.9568, delta_loss = 0.28143755, learn_rate = 4.4316792E-5
[DEBUG] 2020-08-24 18:38:03,301 -- CAMF_CU fold [5] iter 42: loss = 658.9693, delta_loss = 0.54583174, learn_rate = 8.441293E-5
[DEBUG] 2020-08-24 18:38:03,304 -- CAMF_CU fold [4] iter 40: loss = 608.8858, delta_loss = 0.96814823, learn_rate = 1.6078654E-4
[DEBUG] 2020-08-24 18:38:03,305 -- CAMF_CU fold [2] iter 44: loss = 653.3316, delta_loss = 0.28129578, learn_rate = 4.4316792E-5
[DEBUG] 2020-08-24 18:38:03,305 -- CAMF_CU fold [3] iter 45: loss = 650.9592, delta_loss = -0.002461153, learn_rate = 4.653263E-5
[DEBUG] 2020-08-24 18:38:03,312 -- CAMF_CU fold [2] iter 45: loss = 653.33466, delta_loss = -0.003062333, learn_rate = 4.653263E-5
[DEBUG] 2020-08-24 18:38:03,317 -- CAMF_CU fold [5] iter 43: loss = 658.9743, delta_loss = -0.0049829753, learn_rate = 8.8633584E-5
[DEBUG] 2020-08-24 18:38:03,320 -- CAMF_CU fold [3] iter 46: loss = 650.8115, delta_loss = 0.14773022, learn_rate = 2.3266315E-5
[DEBUG] 2020-08-24 18:38:03,324 -- CAMF_CU fold [1] iter 44: loss = 634.4991, delta_loss = 0.2780394, learn_rate = 4.4316792E-5
[DEBUG] 2020-08-24 18:38:03,328 -- CAMF_CU fold [5] iter 44: loss = 658.6878, delta_loss = 0.2864717, learn_rate = 4.4316792E-5
[DEBUG] 2020-08-24 18:38:03,331 -- CAMF_CU fold [4] iter 41: loss = 608.89703, delta_loss = -0.011207812, learn_rate = 1.6882586E-4
[DEBUG] 2020-08-24 18:38:03,333 -- CAMF_CU fold [2] iter 46: loss = 653.187, delta_loss = 0.14765656, learn_rate = 2.3266315E-5
[DEBUG] 2020-08-24 18:38:03,337 -- CAMF_CU fold [5] iter 45: loss = 658.6904, delta_loss = -0.002636069, learn_rate = 4.653263E-5
[DEBUG] 2020-08-24 18:38:03,338 -- CAMF_CU fold [1] iter 45: loss = 634.5015, delta_loss = -0.0024550885, learn_rate = 4.653263E-5
[DEBUG] 2020-08-24 18:38:03,339 -- CAMF_CU fold [4] iter 42: loss = 608.38904, delta_loss = 0.5079665, learn_rate = 8.441293E-5
[DEBUG] 2020-08-24 18:38:03,341 -- CAMF_CU fold [2] iter 47: loss = 653.18866, delta_loss = -0.0016133849, learn_rate = 2.4429632E-5
[DEBUG] 2020-08-24 18:38:03,348 -- CAMF_CU fold [1] iter 46: loss = 634.3556, delta_loss = 0.14594844, learn_rate = 2.3266315E-5
[DEBUG] 2020-08-24 18:38:03,348 -- CAMF_CU fold [3] iter 47: loss = 650.8128, delta_loss = -0.001297261, learn_rate = 2.4429632E-5
[DEBUG] 2020-08-24 18:38:03,348 -- CAMF_CU fold [4] iter 43: loss = 608.395, delta_loss = -0.0059448234, learn_rate = 8.8633584E-5
[DEBUG] 2020-08-24 18:38:03,350 -- CAMF_CU fold [5] iter 46: loss = 658.5401, delta_loss = 0.15037271, learn_rate = 2.3266315E-5
[DEBUG] 2020-08-24 18:38:03,353 -- CAMF_CU fold [4] iter 44: loss = 608.1284, delta_loss = 0.26659584, learn_rate = 4.4316792E-5
[DEBUG] 2020-08-24 18:38:03,353 -- CAMF_CU fold [3] iter 48: loss = 650.7352, delta_loss = 0.077551596, learn_rate = 1.2214816E-5
[DEBUG] 2020-08-24 18:38:03,356 -- CAMF_CU fold [2] iter 48: loss = 653.11115, delta_loss = 0.077513136, learn_rate = 1.2214816E-5
[DEBUG] 2020-08-24 18:38:03,359 -- CAMF_CU fold [5] iter 47: loss = 658.5415, delta_loss = -0.0013894531, learn_rate = 2.4429632E-5
[DEBUG] 2020-08-24 18:38:03,359 -- CAMF_CU fold [4] iter 45: loss = 608.13153, delta_loss = -0.0031377878, learn_rate = 4.653263E-5
[DEBUG] 2020-08-24 18:38:03,361 -- CAMF_CU fold [3] iter 49: loss = 650.7359, delta_loss = -6.8248337E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-08-24 18:38:03,362 -- CAMF_CU fold [2] iter 49: loss = 653.112, delta_loss = -8.485873E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-08-24 18:38:03,364 -- CAMF_CU fold [5] iter 48: loss = 658.4625, delta_loss = 0.07893879, learn_rate = 1.2214816E-5
[DEBUG] 2020-08-24 18:38:03,353 -- CAMF_CU fold [1] iter 47: loss = 634.3569, delta_loss = -0.0012948241, learn_rate = 2.4429632E-5
[DEBUG] 2020-08-24 18:38:03,368 -- CAMF_CU fold [3] iter 50: loss = 650.6952, delta_loss = 0.04071272, learn_rate = 6.412778E-6
[DEBUG] 2020-08-24 18:38:03,368 -- CAMF_CU fold [2] iter 50: loss = 653.0713, delta_loss = 0.040692586, learn_rate = 6.412778E-6
[DEBUG] 2020-08-24 18:38:03,370 -- CAMF_CU fold [5] iter 49: loss = 658.46326, delta_loss = -7.309838E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-08-24 18:38:03,373 -- CAMF_CU fold [3] iter 51: loss = 650.69556, delta_loss = -3.5869557E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-08-24 18:38:03,374 -- CAMF_CU fold [4] iter 46: loss = 607.9916, delta_loss = 0.13993883, learn_rate = 2.3266315E-5
[DEBUG] 2020-08-24 18:38:03,376 -- CAMF_CU fold [5] iter 50: loss = 658.4218, delta_loss = 0.041440964, learn_rate = 6.412778E-6
[DEBUG] 2020-08-24 18:38:03,378 -- CAMF_CU fold [1] iter 48: loss = 634.2803, delta_loss = 0.07661678, learn_rate = 1.2214816E-5
[DEBUG] 2020-08-24 18:38:03,378 -- CAMF_CU fold [2] iter 51: loss = 653.0717, delta_loss = -4.4593835E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-08-24 18:38:03,381 -- CAMF_CU fold [5] iter 51: loss = 658.42224, delta_loss = -3.8418575E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-08-24 18:38:03,382 -- CAMF_CU fold [4] iter 47: loss = 607.9932, delta_loss = -0.0016519594, learn_rate = 2.4429632E-5
[DEBUG] 2020-08-24 18:38:03,384 -- CAMF_CU fold [2] iter 52: loss = 653.05035, delta_loss = 0.021363107, learn_rate = 3.3667086E-6
[DEBUG] 2020-08-24 18:38:03,384 -- CAMF_CU fold [1] iter 49: loss = 634.28094, delta_loss = -6.8140967E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-08-24 18:38:03,388 -- CAMF_CU fold [4] iter 48: loss = 607.9198, delta_loss = 0.07346126, learn_rate = 1.2214816E-5
[DEBUG] 2020-08-24 18:38:03,389 -- CAMF_CU fold [2] iter 53: loss = 653.0506, delta_loss = -2.3423617E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-08-24 18:38:03,390 -- CAMF_CU fold [1] iter 50: loss = 634.2407, delta_loss = 0.040222112, learn_rate = 6.412778E-6
[DEBUG] 2020-08-24 18:38:03,395 -- CAMF_CU fold [2] iter 54: loss = 653.03937, delta_loss = 0.011215494, learn_rate = 1.767522E-6
[DEBUG] 2020-08-24 18:38:03,398 -- CAMF_CU fold [4] iter 49: loss = 607.92065, delta_loss = -8.685526E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-08-24 18:38:03,401 -- CAMF_CU fold [2] iter 55: loss = 653.0395, delta_loss = -1.2300666E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-08-24 18:38:03,403 -- CAMF_CU fold [1] iter 51: loss = 634.2411, delta_loss = -3.5818855E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-08-24 18:38:03,403 -- CAMF_CU fold [4] iter 50: loss = 607.8821, delta_loss = 0.03856533, learn_rate = 6.412778E-6
[DEBUG] 2020-08-24 18:38:03,404 -- CAMF_CU fold [3] iter 52: loss = 650.6742, delta_loss = 0.021373663, learn_rate = 3.3667086E-6
[DEBUG] 2020-08-24 18:38:03,407 -- CAMF_CU fold [2] iter 56: loss = 653.0336, delta_loss = 0.0058880965, learn_rate = 9.2794903E-7
[DEBUG] 2020-08-24 18:38:03,409 -- CAMF_CU fold [1] iter 52: loss = 634.22, delta_loss = 0.021116141, learn_rate = 3.3667086E-6
[DEBUG] 2020-08-24 18:38:03,409 -- CAMF_CU fold [4] iter 51: loss = 607.88257, delta_loss = -4.563413E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-08-24 18:38:03,410 -- CAMF_CU fold [3] iter 53: loss = 650.6744, delta_loss = -1.8842318E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-08-24 18:38:03,414 -- CAMF_CU fold [5] iter 52: loss = 658.40045, delta_loss = 0.02175598, learn_rate = 3.3667086E-6
[DEBUG] 2020-08-24 18:38:03,414 -- CAMF_CU fold [1] iter 53: loss = 634.22015, delta_loss = -1.881726E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-08-24 18:38:03,415 -- CAMF_CU fold [3] iter 54: loss = 650.66315, delta_loss = 0.011221031, learn_rate = 1.767522E-6
[DEBUG] 2020-08-24 18:38:03,420 -- CAMF_CU fold [2] iter 57: loss = 653.0337, delta_loss = -6.458751E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-08-24 18:38:03,420 -- CAMF_CU fold [5] iter 53: loss = 658.40063, delta_loss = -2.0181309E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-08-24 18:38:03,422 -- CAMF_CU fold [4] iter 52: loss = 607.8623, delta_loss = 0.020246295, learn_rate = 3.3667086E-6
[DEBUG] 2020-08-24 18:38:03,424 -- CAMF_CU fold [3] iter 55: loss = 650.66327, delta_loss = -9.895194E-5, learn_rate = 1.8558981E-6
[DEBUG] 2020-08-24 18:38:03,425 -- CAMF_CU fold [5] iter 54: loss = 658.3892, delta_loss = 0.011421746, learn_rate = 1.767522E-6
[DEBUG] 2020-08-24 18:38:03,425 -- CAMF_CU fold [2] iter 58: loss = 653.0306, delta_loss = 0.00309124, learn_rate = 4.871732E-7
[DEBUG] 2020-08-24 18:38:03,428 -- CAMF_CU fold [4] iter 53: loss = 607.86255, delta_loss = -2.3967598E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-08-24 18:38:03,430 -- CAMF_CU fold [3] iter 56: loss = 650.65735, delta_loss = 0.005891002, learn_rate = 9.2794903E-7
[DEBUG] 2020-08-24 18:38:03,431 -- CAMF_CU fold [5] iter 55: loss = 658.38934, delta_loss = -1.0598373E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-08-24 18:38:03,432 -- CAMF_CU fold [2] iter 59: loss = 653.03064, delta_loss = -3.3910925E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-08-24 18:38:03,434 -- CAMF_CU fold [4] iter 54: loss = 607.8519, delta_loss = 0.010629166, learn_rate = 1.767522E-6
[DEBUG] 2020-08-24 18:38:03,435 -- CAMF_CU fold [3] iter 57: loss = 650.6574, delta_loss = -5.195797E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-08-24 18:38:03,436 -- CAMF_CU fold [5] iter 56: loss = 658.38336, delta_loss = 0.0059963763, learn_rate = 9.2794903E-7
[DEBUG] 2020-08-24 18:38:03,438 -- CAMF_CU fold [2] iter 60: loss = 653.029, delta_loss = 0.0016228982, learn_rate = 2.5576594E-7
[DEBUG] 2020-08-24 18:38:03,440 -- CAMF_CU fold [4] iter 55: loss = 607.85205, delta_loss = -1.2585658E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-08-24 18:38:03,442 -- CAMF_CU fold [1] iter 54: loss = 634.20905, delta_loss = 0.011085845, learn_rate = 1.767522E-6
[DEBUG] 2020-08-24 18:38:03,445 -- CAMF_CU fold [2] iter 61: loss = 653.029, delta_loss = -1.7803912E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-08-24 18:38:03,446 -- CAMF_CU fold [4] iter 56: loss = 607.84644, delta_loss = 0.0055802735, learn_rate = 9.2794903E-7
[DEBUG] 2020-08-24 18:38:03,448 -- CAMF_CU fold [1] iter 55: loss = 634.20917, delta_loss = -9.8824705E-5, learn_rate = 1.8558981E-6
[DEBUG] 2020-08-24 18:38:03,448 -- CAMF_CU fold [3] iter 58: loss = 650.65436, delta_loss = 0.0030927653, learn_rate = 4.871732E-7
[DEBUG] 2020-08-24 18:38:03,451 -- CAMF_CU fold [2] iter 62: loss = 653.02814, delta_loss = 8.5202075E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-08-24 18:38:03,452 -- CAMF_CU fold [4] iter 57: loss = 607.8465, delta_loss = -6.608206E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-08-24 18:38:03,453 -- CAMF_CU fold [5] iter 57: loss = 658.3834, delta_loss = -5.565024E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-08-24 18:38:03,453 -- CAMF_CU fold [1] iter 56: loss = 634.2033, delta_loss = 0.005820033, learn_rate = 9.2794903E-7
[DEBUG] 2020-08-24 18:38:03,454 -- CAMF_CU fold [3] iter 59: loss = 650.65436, delta_loss = -2.7280192E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-08-24 18:38:03,460 -- CAMF_CU fold [2] iter 63: loss = 653.0282, delta_loss = -9.347259E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-08-24 18:38:03,462 -- CAMF_CU fold [1] iter 57: loss = 634.20337, delta_loss = -5.189236E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-08-24 18:38:03,463 -- CAMF_CU fold [3] iter 60: loss = 650.6527, delta_loss = 0.0016236987, learn_rate = 2.5576594E-7
[DEBUG] 2020-08-24 18:38:03,464 -- CAMF_CU fold [5] iter 58: loss = 658.38025, delta_loss = 0.0031480866, learn_rate = 4.871732E-7
[DEBUG] 2020-08-24 18:38:03,466 -- CAMF_CU fold [2] iter 64: loss = 653.0277, delta_loss = 4.4731068E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-08-24 18:38:03,469 -- CAMF_CU fold [1] iter 58: loss = 634.2003, delta_loss = 0.0030555076, learn_rate = 4.871732E-7
[DEBUG] 2020-08-24 18:38:03,469 -- CAMF_CU fold [3] iter 61: loss = 650.6528, delta_loss = -1.4322725E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-08-24 18:38:03,470 -- CAMF_CU fold [5] iter 59: loss = 658.3803, delta_loss = -2.92188E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-08-24 18:38:03,472 -- CAMF_CU fold [2] iter 65: loss = 653.0277, delta_loss = -4.9073547E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-08-24 18:38:03,474 -- CAMF_CU fold [3] iter 62: loss = 650.6519, delta_loss = 8.5244107E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-08-24 18:38:03,476 -- CAMF_CU fold [5] iter 60: loss = 658.3786, delta_loss = 0.0016527425, learn_rate = 2.5576594E-7
[DEBUG] 2020-08-24 18:38:03,478 -- CAMF_CU fold [2] iter 66: loss = 653.0275, delta_loss = 2.3483804E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-08-24 18:38:03,480 -- CAMF_CU fold [3] iter 63: loss = 650.6519, delta_loss = -7.5196112E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-08-24 18:38:03,480 -- CAMF_CU fold [4] iter 58: loss = 607.84357, delta_loss = 0.002929633, learn_rate = 4.871732E-7
[DEBUG] 2020-08-24 18:38:03,481 -- CAMF_CU fold [1] iter 59: loss = 634.2004, delta_loss = -2.7246073E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-08-24 18:38:03,482 -- CAMF_CU fold [5] iter 61: loss = 658.37866, delta_loss = -1.534053E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-08-24 18:38:03,484 -- CAMF_CU fold [2] iter 67: loss = 653.0275, delta_loss = -2.5763657E-6, learn_rate = 3.886064E-8
