[INFO ] 2020-09-08 14:37:11,341 -- WorkingPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[INFO ] 2020-09-08 14:37:11,376 -- Your original rating data path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//ratings.txt
[INFO ] 2020-09-08 14:37:11,376 -- Current working path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[WARN ] 2020-09-08 14:37:11,389 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-09-08 14:37:11,438 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-09-08 14:37:11,524 -- Data transformaton completed (from Compact to Binary format). See new rating file: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,599 -- Dataset: .../source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,602 -- DataPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,768 -- Rating data set has been successfully loaded.
[INFO ] 2020-09-08 14:37:11,781 -- 
/******************************************************************************************************
 *
 * Dataset: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1.8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.328892
 * Standard deviation of all ratings: 1.414777
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 ******************************************************************************************************/
[INFO ] 2020-09-08 14:37:11,782 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-09-08 14:37:11,817 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,826 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,834 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,840 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,844 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-09-08 14:37:12,142 -- CAMF_CU fold [1] iter 30: loss = 665.8398, delta_loss = 25.81625, learn_rate = 0.004031375
[DEBUG] 2020-09-08 14:37:12,143 -- CAMF_CU fold [2] iter 32: loss = 682.12744, delta_loss = -0.073625065, learn_rate = 0.004444591
[DEBUG] 2020-09-08 14:37:12,144 -- CAMF_CU fold [3] iter 30: loss = 669.61084, delta_loss = 25.627579, learn_rate = 0.004031375
[DEBUG] 2020-09-08 14:37:12,144 -- CAMF_CU fold [4] iter 30: loss = 668.025, delta_loss = -0.37791923, learn_rate = 0.008465887
[DEBUG] 2020-09-08 14:37:12,145 -- CAMF_CU fold [5] iter 32: loss = 667.6604, delta_loss = 13.6518955, learn_rate = 0.0021164718
[DEBUG] 2020-09-08 14:37:12,146 -- CAMF_CU fold [2] iter 33: loss = 667.69696, delta_loss = 14.4305, learn_rate = 0.0022222954
[DEBUG] 2020-09-08 14:37:12,146 -- CAMF_CU fold [3] iter 31: loss = 669.77814, delta_loss = -0.16726737, learn_rate = 0.0042329435
[DEBUG] 2020-09-08 14:37:12,147 -- CAMF_CU fold [5] iter 33: loss = 667.7591, delta_loss = -0.098637216, learn_rate = 0.0022222954
[DEBUG] 2020-09-08 14:37:12,147 -- CAMF_CU fold [4] iter 31: loss = 641.94073, delta_loss = 26.08428, learn_rate = 0.0042329435
[DEBUG] 2020-09-08 14:37:12,147 -- CAMF_CU fold [1] iter 31: loss = 665.9405, delta_loss = -0.10072475, learn_rate = 0.0042329435
[DEBUG] 2020-09-08 14:37:12,149 -- CAMF_CU fold [5] iter 34: loss = 660.6309, delta_loss = 7.128141, learn_rate = 0.0011111477
[DEBUG] 2020-09-08 14:37:12,149 -- CAMF_CU fold [3] iter 32: loss = 656.3772, delta_loss = 13.400961, learn_rate = 0.0021164718
[DEBUG] 2020-09-08 14:37:12,149 -- CAMF_CU fold [2] iter 34: loss = 667.7768, delta_loss = -0.07983523, learn_rate = 0.00233341
[DEBUG] 2020-09-08 14:37:12,150 -- CAMF_CU fold [4] iter 32: loss = 642.0747, delta_loss = -0.13397369, learn_rate = 0.004444591
[DEBUG] 2020-09-08 14:37:12,150 -- CAMF_CU fold [1] iter 32: loss = 652.41455, delta_loss = 13.525943, learn_rate = 0.0021164718
[DEBUG] 2020-09-08 14:37:12,151 -- CAMF_CU fold [5] iter 35: loss = 660.69354, delta_loss = -0.062602475, learn_rate = 0.001166705
[DEBUG] 2020-09-08 14:37:12,154 -- CAMF_CU fold [3] iter 33: loss = 656.49567, delta_loss = -0.118470214, learn_rate = 0.0022222954
[DEBUG] 2020-09-08 14:37:12,154 -- CAMF_CU fold [2] iter 35: loss = 660.2391, delta_loss = 7.537712, learn_rate = 0.001166705
[DEBUG] 2020-09-08 14:37:12,155 -- CAMF_CU fold [4] iter 33: loss = 628.43036, delta_loss = 13.644321, learn_rate = 0.0022222954
[DEBUG] 2020-09-08 14:37:12,156 -- CAMF_CU fold [1] iter 33: loss = 652.5013, delta_loss = -0.086733766, learn_rate = 0.0022222954
[DEBUG] 2020-09-08 14:37:12,156 -- CAMF_CU fold [5] iter 36: loss = 656.96454, delta_loss = 3.7289913, learn_rate = 5.833525E-4
[DEBUG] 2020-09-08 14:37:12,158 -- CAMF_CU fold [3] iter 34: loss = 649.49756, delta_loss = 6.9980845, learn_rate = 0.0011111477
[DEBUG] 2020-09-08 14:37:12,158 -- CAMF_CU fold [2] iter 36: loss = 660.2952, delta_loss = -0.05617114, learn_rate = 0.0012250403
[DEBUG] 2020-09-08 14:37:12,158 -- CAMF_CU fold [4] iter 34: loss = 628.53467, delta_loss = -0.104296245, learn_rate = 0.00233341
[DEBUG] 2020-09-08 14:37:12,158 -- CAMF_CU fold [1] iter 34: loss = 645.43256, delta_loss = 7.0687194, learn_rate = 0.0011111477
[DEBUG] 2020-09-08 14:37:12,159 -- CAMF_CU fold [5] iter 37: loss = 657.00055, delta_loss = -0.0360215, learn_rate = 6.1252015E-4
[DEBUG] 2020-09-08 14:37:12,161 -- CAMF_CU fold [3] iter 35: loss = 649.5703, delta_loss = -0.07276352, learn_rate = 0.001166705
[DEBUG] 2020-09-08 14:37:12,161 -- CAMF_CU fold [2] iter 37: loss = 656.3516, delta_loss = 3.9436057, learn_rate = 6.1252015E-4
[DEBUG] 2020-09-08 14:37:12,161 -- CAMF_CU fold [4] iter 35: loss = 621.4099, delta_loss = 7.124757, learn_rate = 0.001166705
[DEBUG] 2020-09-08 14:37:12,161 -- CAMF_CU fold [5] iter 38: loss = 655.0468, delta_loss = 1.9537402, learn_rate = 3.0626007E-4
[DEBUG] 2020-09-08 14:37:12,161 -- CAMF_CU fold [1] iter 35: loss = 645.4899, delta_loss = -0.057373717, learn_rate = 0.001166705
[DEBUG] 2020-09-08 14:37:12,163 -- CAMF_CU fold [5] iter 39: loss = 655.0666, delta_loss = -0.019796507, learn_rate = 3.2157308E-4
[DEBUG] 2020-09-08 14:37:12,164 -- CAMF_CU fold [3] iter 36: loss = 645.9092, delta_loss = 3.6611688, learn_rate = 5.833525E-4
[DEBUG] 2020-09-08 14:37:12,164 -- CAMF_CU fold [4] iter 36: loss = 621.4767, delta_loss = -0.06676838, learn_rate = 0.0012250403
[DEBUG] 2020-09-08 14:37:12,164 -- CAMF_CU fold [2] iter 38: loss = 656.38525, delta_loss = -0.033600044, learn_rate = 6.4314617E-4
[DEBUG] 2020-09-08 14:37:12,164 -- CAMF_CU fold [1] iter 36: loss = 641.7905, delta_loss = 3.6994147, learn_rate = 5.833525E-4
[DEBUG] 2020-09-08 14:37:12,169 -- CAMF_CU fold [5] iter 40: loss = 654.04205, delta_loss = 1.0245732, learn_rate = 1.6078654E-4
[DEBUG] 2020-09-08 14:37:12,170 -- CAMF_CU fold [2] iter 39: loss = 654.31903, delta_loss = 2.0662222, learn_rate = 3.2157308E-4
[DEBUG] 2020-09-08 14:37:12,170 -- CAMF_CU fold [4] iter 37: loss = 617.7496, delta_loss = 3.727092, learn_rate = 6.1252015E-4
[DEBUG] 2020-09-08 14:37:12,170 -- CAMF_CU fold [3] iter 37: loss = 645.9504, delta_loss = -0.04124973, learn_rate = 6.1252015E-4
[DEBUG] 2020-09-08 14:37:12,172 -- CAMF_CU fold [5] iter 41: loss = 654.0527, delta_loss = -0.010638793, learn_rate = 1.6882586E-4
[DEBUG] 2020-09-08 14:37:12,173 -- CAMF_CU fold [1] iter 37: loss = 641.82404, delta_loss = -0.033542793, learn_rate = 6.1252015E-4
[DEBUG] 2020-09-08 14:37:12,174 -- CAMF_CU fold [3] iter 38: loss = 644.03217, delta_loss = 1.9182585, learn_rate = 3.0626007E-4
[DEBUG] 2020-09-08 14:37:12,174 -- CAMF_CU fold [2] iter 40: loss = 654.33777, delta_loss = -0.018786285, learn_rate = 3.3765173E-4
[DEBUG] 2020-09-08 14:37:12,174 -- CAMF_CU fold [4] iter 38: loss = 617.78815, delta_loss = -0.038545534, learn_rate = 6.4314617E-4
[DEBUG] 2020-09-08 14:37:12,175 -- CAMF_CU fold [5] iter 42: loss = 653.5151, delta_loss = 0.53758055, learn_rate = 8.441293E-5
[DEBUG] 2020-09-08 14:37:12,176 -- CAMF_CU fold [3] iter 39: loss = 644.0546, delta_loss = -0.02250718, learn_rate = 3.2157308E-4
[DEBUG] 2020-09-08 14:37:12,177 -- CAMF_CU fold [2] iter 41: loss = 653.2542, delta_loss = 1.0835636, learn_rate = 1.6882586E-4
[DEBUG] 2020-09-08 14:37:12,177 -- CAMF_CU fold [4] iter 39: loss = 615.83545, delta_loss = 1.9526697, learn_rate = 3.2157308E-4
[DEBUG] 2020-09-08 14:37:12,177 -- CAMF_CU fold [1] iter 38: loss = 639.88544, delta_loss = 1.9386287, learn_rate = 3.0626007E-4
[DEBUG] 2020-09-08 14:37:12,177 -- CAMF_CU fold [5] iter 43: loss = 653.52075, delta_loss = -0.0056532607, learn_rate = 8.8633584E-5
[DEBUG] 2020-09-08 14:37:12,178 -- CAMF_CU fold [3] iter 40: loss = 643.04865, delta_loss = 1.0059798, learn_rate = 1.6078654E-4
[DEBUG] 2020-09-08 14:37:12,179 -- CAMF_CU fold [5] iter 44: loss = 653.2386, delta_loss = 0.28214064, learn_rate = 4.4316792E-5
[DEBUG] 2020-09-08 14:37:12,180 -- CAMF_CU fold [3] iter 41: loss = 643.0607, delta_loss = -0.012051827, learn_rate = 1.6882586E-4
[DEBUG] 2020-09-08 14:37:12,180 -- CAMF_CU fold [2] iter 42: loss = 653.2644, delta_loss = -0.010179874, learn_rate = 1.7726717E-4
[DEBUG] 2020-09-08 14:37:12,180 -- CAMF_CU fold [4] iter 40: loss = 615.8567, delta_loss = -0.021214021, learn_rate = 3.3765173E-4
[DEBUG] 2020-09-08 14:37:12,181 -- CAMF_CU fold [1] iter 39: loss = 639.904, delta_loss = -0.018565081, learn_rate = 3.2157308E-4
[DEBUG] 2020-09-08 14:37:12,181 -- CAMF_CU fold [5] iter 45: loss = 653.2416, delta_loss = -0.0029867005, learn_rate = 4.653263E-5
[DEBUG] 2020-09-08 14:37:12,182 -- CAMF_CU fold [3] iter 42: loss = 642.5329, delta_loss = 0.52782845, learn_rate = 8.441293E-5
[DEBUG] 2020-09-08 14:37:12,184 -- CAMF_CU fold [2] iter 43: loss = 652.69586, delta_loss = 0.5685317, learn_rate = 8.8633584E-5
[DEBUG] 2020-09-08 14:37:12,184 -- CAMF_CU fold [5] iter 46: loss = 653.0935, delta_loss = 0.14809914, learn_rate = 2.3266315E-5
[DEBUG] 2020-09-08 14:37:12,184 -- CAMF_CU fold [4] iter 41: loss = 614.8327, delta_loss = 1.0239854, learn_rate = 1.6882586E-4
[DEBUG] 2020-09-08 14:37:12,185 -- CAMF_CU fold [3] iter 43: loss = 642.5393, delta_loss = -0.0063922377, learn_rate = 8.8633584E-5
[DEBUG] 2020-09-08 14:37:12,185 -- CAMF_CU fold [1] iter 40: loss = 638.88727, delta_loss = 1.0167501, learn_rate = 1.6078654E-4
[DEBUG] 2020-09-08 14:37:12,187 -- CAMF_CU fold [3] iter 44: loss = 642.26227, delta_loss = 0.27702338, learn_rate = 4.4316792E-5
[DEBUG] 2020-09-08 14:37:12,187 -- CAMF_CU fold [2] iter 44: loss = 652.7013, delta_loss = -0.0054319366, learn_rate = 9.306526E-5
[DEBUG] 2020-09-08 14:37:12,187 -- CAMF_CU fold [5] iter 47: loss = 653.0951, delta_loss = -0.0015731859, learn_rate = 2.4429632E-5
[DEBUG] 2020-09-08 14:37:12,187 -- CAMF_CU fold [1] iter 41: loss = 638.8973, delta_loss = -0.010010973, learn_rate = 1.6882586E-4
[DEBUG] 2020-09-08 14:37:12,187 -- CAMF_CU fold [4] iter 42: loss = 614.8441, delta_loss = -0.011408291, learn_rate = 1.7726717E-4
[DEBUG] 2020-09-08 14:37:12,189 -- CAMF_CU fold [3] iter 45: loss = 642.2656, delta_loss = -0.0033738604, learn_rate = 4.653263E-5
[DEBUG] 2020-09-08 14:37:12,189 -- CAMF_CU fold [1] iter 42: loss = 638.3638, delta_loss = 0.5335033, learn_rate = 8.441293E-5
[DEBUG] 2020-09-08 14:37:12,190 -- CAMF_CU fold [5] iter 48: loss = 653.01733, delta_loss = 0.07774522, learn_rate = 1.2214816E-5
[DEBUG] 2020-09-08 14:37:12,190 -- CAMF_CU fold [2] iter 45: loss = 652.40295, delta_loss = 0.2983846, learn_rate = 4.653263E-5
[DEBUG] 2020-09-08 14:37:12,190 -- CAMF_CU fold [4] iter 43: loss = 614.3068, delta_loss = 0.53726405, learn_rate = 8.8633584E-5
[DEBUG] 2020-09-08 14:37:12,191 -- CAMF_CU fold [3] iter 46: loss = 642.12024, delta_loss = 0.1454133, learn_rate = 2.3266315E-5
[DEBUG] 2020-09-08 14:37:12,193 -- CAMF_CU fold [1] iter 43: loss = 638.3691, delta_loss = -0.0053287144, learn_rate = 8.8633584E-5
[DEBUG] 2020-09-08 14:37:12,193 -- CAMF_CU fold [3] iter 47: loss = 642.122, delta_loss = -0.0017762217, learn_rate = 2.4429632E-5
[DEBUG] 2020-09-08 14:37:12,194 -- CAMF_CU fold [2] iter 46: loss = 652.4058, delta_loss = -0.0028758964, learn_rate = 4.8859263E-5
[DEBUG] 2020-09-08 14:37:12,194 -- CAMF_CU fold [5] iter 49: loss = 653.0181, delta_loss = -8.2734757E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-09-08 14:37:12,194 -- CAMF_CU fold [4] iter 44: loss = 614.3129, delta_loss = -0.0060641915, learn_rate = 9.306526E-5
[DEBUG] 2020-09-08 14:37:12,195 -- CAMF_CU fold [3] iter 48: loss = 642.04565, delta_loss = 0.07633535, learn_rate = 1.2214816E-5
[DEBUG] 2020-09-08 14:37:12,196 -- CAMF_CU fold [1] iter 44: loss = 638.08905, delta_loss = 0.2800082, learn_rate = 4.4316792E-5
[DEBUG] 2020-09-08 14:37:12,197 -- CAMF_CU fold [5] iter 50: loss = 652.97736, delta_loss = 0.040814355, learn_rate = 6.412778E-6
[DEBUG] 2020-09-08 14:37:12,199 -- CAMF_CU fold [3] iter 49: loss = 642.0466, delta_loss = -9.338796E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-09-08 14:37:12,199 -- CAMF_CU fold [4] iter 45: loss = 614.03094, delta_loss = 0.28197217, learn_rate = 4.653263E-5
[DEBUG] 2020-09-08 14:37:12,200 -- CAMF_CU fold [1] iter 45: loss = 638.09186, delta_loss = -0.0028176946, learn_rate = 4.653263E-5
[DEBUG] 2020-09-08 14:37:12,202 -- CAMF_CU fold [5] iter 51: loss = 652.9778, delta_loss = -4.3475028E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-09-08 14:37:12,202 -- CAMF_CU fold [3] iter 50: loss = 642.00653, delta_loss = 0.04007423, learn_rate = 6.412778E-6
[DEBUG] 2020-09-08 14:37:12,202 -- CAMF_CU fold [2] iter 47: loss = 652.2492, delta_loss = 0.15662572, learn_rate = 2.4429632E-5
[DEBUG] 2020-09-08 14:37:12,202 -- CAMF_CU fold [4] iter 46: loss = 614.0341, delta_loss = -0.003204348, learn_rate = 4.8859263E-5
[DEBUG] 2020-09-08 14:37:12,203 -- CAMF_CU fold [1] iter 46: loss = 637.9449, delta_loss = 0.14698184, learn_rate = 2.3266315E-5
[DEBUG] 2020-09-08 14:37:12,204 -- CAMF_CU fold [5] iter 52: loss = 652.95636, delta_loss = 0.021427017, learn_rate = 3.3667086E-6
[DEBUG] 2020-09-08 14:37:12,205 -- CAMF_CU fold [3] iter 51: loss = 642.007, delta_loss = -4.906625E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-09-08 14:37:12,205 -- CAMF_CU fold [1] iter 47: loss = 637.9464, delta_loss = -0.0014848365, learn_rate = 2.4429632E-5
[DEBUG] 2020-09-08 14:37:12,205 -- CAMF_CU fold [2] iter 48: loss = 652.2507, delta_loss = -0.0015164978, learn_rate = 2.5651112E-5
[DEBUG] 2020-09-08 14:37:12,206 -- CAMF_CU fold [4] iter 47: loss = 613.8861, delta_loss = 0.14801003, learn_rate = 2.4429632E-5
[DEBUG] 2020-09-08 14:37:12,207 -- CAMF_CU fold [5] iter 53: loss = 652.9566, delta_loss = -2.2835219E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-09-08 14:37:12,207 -- CAMF_CU fold [1] iter 48: loss = 637.8692, delta_loss = 0.07715925, learn_rate = 1.2214816E-5
[DEBUG] 2020-09-08 14:37:12,207 -- CAMF_CU fold [3] iter 52: loss = 641.98596, delta_loss = 0.021038465, learn_rate = 3.3667086E-6
[DEBUG] 2020-09-08 14:37:12,209 -- CAMF_CU fold [4] iter 48: loss = 613.8878, delta_loss = -0.0016879764, learn_rate = 2.5651112E-5
[DEBUG] 2020-09-08 14:37:12,209 -- CAMF_CU fold [2] iter 49: loss = 652.16846, delta_loss = 0.082221255, learn_rate = 1.2825556E-5
[DEBUG] 2020-09-08 14:37:12,209 -- CAMF_CU fold [5] iter 54: loss = 652.9453, delta_loss = 0.011249041, learn_rate = 1.767522E-6
[DEBUG] 2020-09-08 14:37:12,210 -- CAMF_CU fold [1] iter 49: loss = 637.87, delta_loss = -7.8106823E-4, learn_rate = 1.2825556E-5
[DEBUG] 2020-09-08 14:37:12,210 -- CAMF_CU fold [3] iter 53: loss = 641.9862, delta_loss = -2.577014E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-09-08 14:37:12,212 -- CAMF_CU fold [2] iter 50: loss = 652.16925, delta_loss = -7.97995E-4, learn_rate = 1.3466834E-5
[DEBUG] 2020-09-08 14:37:12,212 -- CAMF_CU fold [4] iter 49: loss = 613.8101, delta_loss = 0.07769826, learn_rate = 1.2825556E-5
[DEBUG] 2020-09-08 14:37:12,212 -- CAMF_CU fold [5] iter 55: loss = 652.94543, delta_loss = -1.1991472E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-09-08 14:37:12,215 -- CAMF_CU fold [1] iter 50: loss = 637.8295, delta_loss = 0.04050689, learn_rate = 6.412778E-6
[DEBUG] 2020-09-08 14:37:12,216 -- CAMF_CU fold [3] iter 54: loss = 641.97516, delta_loss = 0.011045055, learn_rate = 1.767522E-6
[DEBUG] 2020-09-08 14:37:12,216 -- CAMF_CU fold [5] iter 56: loss = 652.9395, delta_loss = 0.005905707, learn_rate = 9.2794903E-7
[DEBUG] 2020-09-08 14:37:12,217 -- CAMF_CU fold [2] iter 51: loss = 652.1261, delta_loss = 0.043164156, learn_rate = 6.733417E-6
[DEBUG] 2020-09-08 14:37:12,216 -- CAMF_CU fold [4] iter 50: loss = 613.811, delta_loss = -8.877573E-4, learn_rate = 1.3466834E-5
[DEBUG] 2020-09-08 14:37:12,218 -- CAMF_CU fold [1] iter 51: loss = 637.8299, delta_loss = -4.1048226E-4, learn_rate = 6.733417E-6
[DEBUG] 2020-09-08 14:37:12,218 -- CAMF_CU fold [5] iter 57: loss = 652.9396, delta_loss = -6.2963474E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-09-08 14:37:12,219 -- CAMF_CU fold [3] iter 55: loss = 641.97534, delta_loss = -1.3532177E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-09-08 14:37:12,219 -- CAMF_CU fold [4] iter 51: loss = 613.7702, delta_loss = 0.040789653, learn_rate = 6.733417E-6
[DEBUG] 2020-09-08 14:37:12,220 -- CAMF_CU fold [5] iter 58: loss = 652.9365, delta_loss = 0.0031004853, learn_rate = 4.871732E-7
[DEBUG] 2020-09-08 14:37:12,221 -- CAMF_CU fold [1] iter 52: loss = 637.80865, delta_loss = 0.021265645, learn_rate = 3.3667086E-6
[DEBUG] 2020-09-08 14:37:12,222 -- CAMF_CU fold [4] iter 52: loss = 613.7707, delta_loss = -4.6650524E-4, learn_rate = 7.070088E-6
[DEBUG] 2020-09-08 14:37:12,222 -- CAMF_CU fold [5] iter 59: loss = 652.9365, delta_loss = -3.3058088E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-09-08 14:37:12,223 -- CAMF_CU fold [1] iter 53: loss = 637.80884, delta_loss = -2.1561937E-4, learn_rate = 3.535044E-6
[DEBUG] 2020-09-08 14:37:12,219 -- CAMF_CU fold [2] iter 52: loss = 652.1265, delta_loss = -4.1945282E-4, learn_rate = 7.070088E-6
[DEBUG] 2020-09-08 14:37:12,222 -- CAMF_CU fold [3] iter 56: loss = 641.96954, delta_loss = 0.0057986155, learn_rate = 9.2794903E-7
[DEBUG] 2020-09-08 14:37:12,224 -- CAMF_CU fold [4] iter 53: loss = 613.74927, delta_loss = 0.021414034, learn_rate = 3.535044E-6
[DEBUG] 2020-09-08 14:37:12,224 -- CAMF_CU fold [5] iter 60: loss = 652.93494, delta_loss = 0.0016277517, learn_rate = 2.5576594E-7
[DEBUG] 2020-09-08 14:37:12,225 -- CAMF_CU fold [3] iter 57: loss = 641.9696, delta_loss = -7.105179E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-09-08 14:37:12,226 -- CAMF_CU fold [4] iter 54: loss = 613.7495, delta_loss = -2.4503452E-4, learn_rate = 3.7117961E-6
[DEBUG] 2020-09-08 14:37:12,226 -- CAMF_CU fold [1] iter 54: loss = 637.7977, delta_loss = 0.011164333, learn_rate = 1.767522E-6
[DEBUG] 2020-09-08 14:37:12,226 -- CAMF_CU fold [5] iter 61: loss = 652.93494, delta_loss = -1.7356115E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-09-08 14:37:12,226 -- CAMF_CU fold [2] iter 53: loss = 652.1039, delta_loss = 0.02266063, learn_rate = 3.535044E-6
[DEBUG] 2020-09-08 14:37:12,228 -- CAMF_CU fold [4] iter 55: loss = 613.7383, delta_loss = 0.011242221, learn_rate = 1.8558981E-6
[DEBUG] 2020-09-08 14:37:12,230 -- CAMF_CU fold [5] iter 62: loss = 652.9341, delta_loss = 8.5456885E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-09-08 14:37:12,230 -- CAMF_CU fold [3] iter 58: loss = 641.96655, delta_loss = 0.0030442625, learn_rate = 4.871732E-7
[DEBUG] 2020-09-08 14:37:12,230 -- CAMF_CU fold [1] iter 55: loss = 637.7978, delta_loss = -1.13232185E-4, learn_rate = 1.8558981E-6
[DEBUG] 2020-09-08 14:37:12,233 -- CAMF_CU fold [5] iter 63: loss = 652.9341, delta_loss = -9.112126E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-09-08 14:37:12,233 -- CAMF_CU fold [4] iter 56: loss = 613.7384, delta_loss = -1.2867601E-4, learn_rate = 1.948693E-6
[DEBUG] 2020-09-08 14:37:12,234 -- CAMF_CU fold [3] iter 59: loss = 641.9666, delta_loss = -3.7304373E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-09-08 14:37:12,235 -- CAMF_CU fold [2] iter 54: loss = 652.10406, delta_loss = -2.2035204E-4, learn_rate = 3.7117961E-6
[DEBUG] 2020-09-08 14:37:12,236 -- CAMF_CU fold [1] iter 56: loss = 637.79193, delta_loss = 0.0058612386, learn_rate = 9.2794903E-7
[DEBUG] 2020-09-08 14:37:12,236 -- CAMF_CU fold [4] iter 57: loss = 613.7325, delta_loss = 0.0059021255, learn_rate = 9.743464E-7
[DEBUG] 2020-09-08 14:37:12,237 -- CAMF_CU fold [5] iter 64: loss = 652.93365, delta_loss = 4.486484E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-09-08 14:37:12,239 -- CAMF_CU fold [3] iter 60: loss = 641.96497, delta_loss = 0.001598235, learn_rate = 2.5576594E-7
[DEBUG] 2020-09-08 14:37:12,239 -- CAMF_CU fold [2] iter 55: loss = 652.09216, delta_loss = 0.011896679, learn_rate = 1.8558981E-6
[DEBUG] 2020-09-08 14:37:12,240 -- CAMF_CU fold [4] iter 58: loss = 613.73254, delta_loss = -6.756396E-5, learn_rate = 1.0230638E-6
[DEBUG] 2020-09-08 14:37:12,241 -- CAMF_CU fold [5] iter 65: loss = 652.93365, delta_loss = -4.783912E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-09-08 14:37:12,241 -- CAMF_CU fold [1] iter 57: loss = 637.792, delta_loss = -5.9455728E-5, learn_rate = 9.743464E-7
[DEBUG] 2020-09-08 14:37:12,243 -- CAMF_CU fold [3] iter 61: loss = 641.965, delta_loss = -1.9585386E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-09-08 14:37:12,243 -- CAMF_CU fold [2] iter 56: loss = 652.0923, delta_loss = -1.15723225E-4, learn_rate = 1.948693E-6
[DEBUG] 2020-09-08 14:37:12,244 -- CAMF_CU fold [4] iter 59: loss = 613.7295, delta_loss = 0.0030986047, learn_rate = 5.115319E-7
[DEBUG] 2020-09-08 14:37:12,245 -- CAMF_CU fold [5] iter 66: loss = 652.9334, delta_loss = 2.3554036E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-09-08 14:37:12,245 -- CAMF_CU fold [1] iter 58: loss = 637.78894, delta_loss = 0.0030771403, learn_rate = 4.871732E-7
[DEBUG] 2020-09-08 14:37:12,245 -- CAMF_CU fold [3] iter 62: loss = 641.9642, delta_loss = 8.3907257E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-09-08 14:37:12,246 -- CAMF_CU fold [4] iter 60: loss = 613.7295, delta_loss = -3.5473564E-5, learn_rate = 5.371085E-7
[DEBUG] 2020-09-08 14:37:12,246 -- CAMF_CU fold [2] iter 57: loss = 652.08606, delta_loss = 0.0062457146, learn_rate = 9.743464E-7
[DEBUG] 2020-09-08 14:37:12,248 -- CAMF_CU fold [5] iter 67: loss = 652.9334, delta_loss = -2.511572E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-09-08 14:37:12,249 -- CAMF_CU fold [3] iter 63: loss = 641.9642, delta_loss = -1.02824915E-5, learn_rate = 1.4099098E-7
[DEBUG] 2020-09-08 14:37:12,249 -- CAMF_CU fold [4] iter 61: loss = 613.72784, delta_loss = 0.0016267644, learn_rate = 2.6855426E-7
[DEBUG] 2020-09-08 14:37:12,250 -- CAMF_CU fold [1] iter 59: loss = 637.78894, delta_loss = -3.1216692E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-09-08 14:37:12,250 -- CAMF_CU fold [2] iter 58: loss = 652.0861, delta_loss = -6.0765276E-5, learn_rate = 1.0230638E-6
